,Course Title,Instructor,Rating,No of students who gave rating,Hours to complete course,No of Lectures,Level,Image link,Course URL,Description,Discounted Price,Price,Category,Subcategory,Sub subcategory
968,Selenium WebDriver and Java - Learn Automation with Selenium,in28Minutes Official,4.4,"1,115",39.5 total hours,427 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/automation-testing-with-selenium-and-java-for-beginners/,"Selenium webdriver and Java. Learn Automation Testing with Selenium & Java. Build Automation - Selenium, Junit & TestNG.",₹385,"₹8,640",Development,Software Testing,Selenium Testing Framework
969,Learn To Code Trading Card Game Battle System With Unity 3D,"Sandor Kiss, Vladimir Limarchenko",4.2,"1,115",15.5 total hours,70 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-to-code-trading-card-game-battle-system-with-unity-3d/,A comprehensive and easy to learn guide to crate a trading card game battle system with Unity 3D.,₹385,"₹8,640",Development,Game Development,Unity
970,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",Irfan Dayan,4.9,"1,113",14 total hours,114 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/build-modern-responsive-website-with-html5-css3-bootstrap/,"Learn HTML5, CSS3, jQuery, Bootstrap And Build Modern Responsive Website With Modern Trends From Scratch.",₹385,"₹8,640",Development,Web Development,Responsive Design
971,"Complete Web Development Course: HTML, Vue.js, PHP, MySQL",OnlyKiosk Tech,4.6,"1,111",32.5 total hours,600 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/web-development-html5-css3-php-oop-and-mysql-database/,"HTML5, CSS3, JavaScript, jQuery, VueJS, AJAX, PHP, CLI, NPM, Babel, Webpack, MySQL, OOP, Node.js and Express.js",₹385,"₹8,640",Development,Web Development,Null
972,.NET Core Microservices,Packt Publishing,3.9,"1,099",4 total hours,34 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/net-core-microservices/,Build distributed system using microservices architecture,₹385,"₹8,000",Development,Software Development Tools,Microservices
973,Java Masterclass - Beginner to Expert Guide: Java & JavaFX,"Paulo Dichone | Android, Java, Flutter Developer and Teacher",4.3,"1,094",30.5 total hours,199 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-java-9-masterclass-beginner-to-expert/,"Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",₹385,"₹8,640",Development,Programming Languages,Java
974,Docker for Node.js Projects From a Docker Captain,"Bret Fisher, Docker Captain Program",4.6,"1,092",8.5 total hours,82 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/docker-mastery-for-nodejs/,"Build, test, deploy Node for Docker, Kubernetes, Swarm, and ARM with the latest DevOps practices from a container expert",₹385,"₹5,760",Development,Software Development Tools,Docker
975,Artificial Intelligence in Digital Marketing - Gold Edition,Srinidhi Ranganathan,4,"1,092",5.5 total hours,39 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/artificial-intelligence-in-digital-marketing/,MBA in Artificial Intelligence Digital Marketing: Term 1.1 course that focusses on digital marketing automation tools,₹385,"₹1,920",Development,Data Science,Artificial Intelligence
976,Scrum Fundamentals for Scrum Master and Agile Projects- 2021,GenMan Solutions,4.4,"1,091",2 total hours,30 lectures,All Levels,https://img-c.udemycdn.com/course/240x135/3584300_6463_3.jpg,https://www.udemy.com/course/scrum-genman/,Master the Scrum concepts necessary for Scrum Master Certification & Agile Scrum Project Management,₹385,"₹1,920",Development,Software Testing,Scrum
977,SQL- The Complete Introduction to SQL programming,Yassin Marco,4.1,"1,090",3.5 total hours,25 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/sql-the-complete-introduction-to-sql-programming/,Learn the basics of SQL programming and Data manipulation with the use SQL,₹385,"₹2,560",Development,Programming Languages,SQL
978,Building An E-Commerce Store Using Java Spring Framework,Le Deng,4.3,"1,089",14.5 total hours,61 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/building-an-e-commerce-store-using-java-spring-framework/,"Hands-on experience with Spring MVC, Spring Data, Hibernate, JPA, Spring Security, Spring Webflow and more",₹385,"₹6,080",Development,Web Development,Spring Framework
979,QC101 Quantum Computing & Quantum Physics for Beginners,Kumaresan Ramanathan,4.5,"1,089",3.5 total hours,106 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/qc101-introduction-to-quantum-computing-quantum-physics-for-beginners/,"Master Quantum Computing, Quantum Cryptography, and Quantum Physics with Microsoft Q# (Q Sharp) & IBM Quantum Experience",₹385,"₹1,920",Development,Software Engineering,Quantum Physics
980,The Complete Guide To Build Rest Api's with Asp.Net and C#,Asfend Yar Hamid,4.4,"1,084",4.5 total hours,64 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/restapi-in-aspnet/,"Build REST Api's With Asp.Net , Entity Framework and C#",₹385,"₹8,640",Development,Web Development,REST API
981,Introduction to web programming for GIS applications,Michael Miller,4.6,"1,082",14.5 total hours,103 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/introduction-to-web-programming-for-gis-applications/,"Understanding web programming fundamentals focused on geospatial applications using Leaflet, Turf.js, and PostGIS",₹385,"₹6,400",Development,Web Development,Web Mapping
982,Dependency Injection in .NET Core & .NET 5 (Second Edition),Aref K.,4.3,"1,082",2 total hours,23 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/dependency-injection-in-net-core-2-and-aspnet-core-2/,Master Dependency Injection in .NET Core  and ASP.NET Core 3using C# + Interview Questions,₹385,"₹6,400",Development,Software Engineering,Dependency Injection
983,Game Physics - Introducing Gravitation & Rotation in Unity,Ben Tristem,4.6,"1,082",5.5 total hours,45 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/gamephysics/,Step-by-step tutorial on how to create a basic rigid body motion physics from scratch. Taught in C# using Unity 3D free.,₹385,"₹1,280",Development,Game Development,Game Physics
984,RESTful API with Laravel: Build a Real API with Laravel,"JuanD MeGon, ProgramarYa By JuanDMeGon",4.5,"1,081",15 total hours,226 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/restful-api-with-laravel-php-homestead-passport-hateoas/,Build a RESTful API for a market system using Laravel and dominate the most challenging features of APIs with Laravel,₹385,"₹3,200",Development,Web Development,Laravel
985,Oracle Database Administration Workshop ( 12c and Higher),Khaled Alkhudari,4.6,"1,080",27 total hours,203 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/oracle-database-administration-certified-associate-1z0-072/,"Very helpful course for exam 1Z0-072 or 1Z0-082 ,more than 27 Hours that Prepare You to be a good DBA",₹385,"₹8,640",Development,Database Design & Development,Oracle Administration
986,Serverless React with AWS Amplify - The Complete Guide,Reed Barger,4.6,"1,080",8.5 total hours,61 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/serverless-react-with-aws-amplify/,"Build full-stack React apps faster than ever, which scale to millions of users, and run entirely in the cloud!",₹385,"₹1,920",Development,Web Development,React
987,Complete Linux Bootcamp for Beginners,EDUmobile Academy,4.6,"1,079",4 total hours,35 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-linux-shell-training-for-beginners/,"Learn Linux Shell Programming with Bash, GREP and SED for Beginners",₹385,"₹8,640",Development,Programming Languages,Linux
988,Internet and Web Development Fundamentals,YouAccel Training,4.3,"1,079",4 total hours,62 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/internet-and-web-development-fundamentals/,Learn how the Internet Works and Setup a Testing & Production Web Server,₹385,"₹6,400",Development,Web Development,Null
989,Oracle Certification: Mastering Java for Beginners & Experts,Frahaan Hussain,4.5,"1,077",6 total hours,90 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-series/,"Java is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Java",₹385,"₹8,640",Development,Programming Languages,Java
990,Learn PHP Symfony Hands-On Creating Real World Application,Piotr Jura,4.3,"1,076",13.5 total hours,115 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-symfony-4-hands-on-creating-a-real-world-application/,"Learn PHP Symfony Framework, write a full real world application and deploy it on DigitalOcean using CI/CD.",₹385,"₹6,400",Development,Web Development,Symfony
991,The Bubble Beginners Bootcamp (2019) - Visual Programming,"Gregory John, Buildcamp Inc",4.8,"1,076",10.5 total hours,48 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-bubble-beginners-bootcamp-2019-visual-programming/,The only course you need to get up and running with Bubble visual programming as quickly as possible.,₹396,"₹8,640",Development,No-Code Development,Bubble Visual Programming
992,Big Data on Amazon web services (AWS),Learnsector LLP,4.1,"1,074",7 total hours,36 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/big-data-on-amazon-web-services-aws-cloud-2018/,"Learn About Building out Scalable, Resilient Big Data Solutions Using Various Services on AWS Cloud Platform",₹385,"₹8,640",Development,Software Development Tools,Amazon AWS
993,Learn MongoDB : Leading NoSQL Database from scratch,Sunil Kumar Gupta,4.5,"1,073",17 total hours,158 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-mongodb-leading-nosql-database-from-scratch/,Learn all concepts you need to know for building a MongoDB based Applications.,₹385,"₹8,640",Development,Database Design & Development,NoSQL
994,"Learn Spring 5, Boot 2, JPA, Thymeleaf, AOP, Web MVC, REST",Imtiaz Ahmad,4.5,"1,071",16.5 total hours,69 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/spring-framework-web-development-2020/,"Master Modern Spring Boot, Spring Web MVC, AOP, Hibernate, Thymeleaf, JPA, Spring Security, RESTful services",₹385,"₹8,640",Development,Programming Languages,Spring Framework
995,BDD with Selenium Webdriver and Specflow using C#,Rahul Singh Rathore,4.4,"1,070",29 total hours,158 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/bdd-with-selenium-webdriver-and-speckflow-using-c/,"Learn Behaviour Driven Development using the two most powerful tool, Webdriver and Specflow with C# as language binding!",₹385,"₹2,240",Development,Software Testing,Selenium WebDriver
996,Introduction to Domain Names and Web Hosting - Quick Guide,YouAccel Training,4.2,"1,068",1 total hour,14 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/introduction-to-domain-names-and-web-hosting-quick-guide/,Learn how Domain Names Work and Types of Web Hosting for any Web Development Project,₹385,"₹8,320",Development,Web Development,Web Hosting
997,Build Responsive Real World Websites with CSS3 v2.0,"Kalob Taulien, Kalob.io — Learn web development from scratch",4.6,"1,067",13 total hours,181 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/css3-responsive-web-design-tutorial-with-flexbox-and-animations/,"Learn CSS3 Flexbox, CSS3 Animations, Transitions, Transformations and Responsive Web Design. Make beautiful websites!",₹385,"₹8,640",Development,Web Development,CSS
998,Kubernetes On The Cloud & The CNCF CKA Certification,Loony Corn,4,"1,066",8.5 total hours,132 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/kubernetes-cka-on-cloud/,A comprehensive guide to Kubernetes: 45 Labs and 50 Practice Questions,₹385,"₹6,400",Development,Software Development Tools,Kubernetes
999,Learn C# With Windows Forms and  SQL Server,A O,4.4,"1,065",12.5 total hours,79 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/csharp6windowsforms/,With a real database project!,₹385,"₹6,400",Development,Programming Languages,SQL Server
1000,Spark 3 & Big Data Essentials with Scala | Rock the JVM,Daniel Ciocîrlan,4.7,"1,063",7.5 total hours,25 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/spark-essentials/,"Now with Spark 3: Learn practical Big Data with Spark DataFrames, Datasets, RDDs and Spark SQL, hands-on, in Scala",₹385,"₹3,200",Development,Software Engineering,Apache Spark
1001,Angular 4 Java Developers,"Dan Vega, John Thompson",4.1,"1,063",12.5 total hours,120 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/angular-4-java-developers/,Learn How to Build Spring Boot & Angular Applications with JHipster,₹385,"₹8,640",Development,Web Development,Angular
1002,PHP for Beginners 2021: all PHP code used is fully explained,Patrick Morrow,4.8,"1,061",7.5 total hours,149 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-php-via-examples-and-mini-tasks/,PHP for Beginners: Learn to Code in PHP. Every line of code explained in detail. A true PHP for Beginners Course 2021,₹385,"₹8,640",Development,Web Development,PHP
1003,Complete Linear Regression Analysis in Python,Start-Tech Academy,4.4,"1,060",7.5 total hours,71 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/machine-learning-basics-building-regression-model-in-python/,"Linear Regression in Python| Simple Regression, Multiple Regression, Ridge Regression, Lasso and subset selection also",₹385,"₹1,280",Development,Data Science,Regression Analysis
1004,Performance Testing using LoadRunner 12.50,kumar Gupta,4.4,"1,059",34 total hours,140 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/performance-testing-using-microfocus-loadrunner-basics-advanced/,"(30 Day Money Back Guarantee) - Extensive, Hands-on Training with Real Time Project, Material and Query Support.",₹385,"₹8,640",Development,Software Testing,Performance Testing
1005,Qt Quick and QML For Beginners (Qt 5): The Fundamentals,Daniel Gakwaya,4.5,"1,059",14.5 total hours,97 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/qt_quick_qml_tutorial_for_beginners/,"Build Cross Platform Fluid And Dynamic UIs. Run Them on Windows, Mac, Linux, Android,iOS and Embedded.",₹385,"₹1,280",Development,Programming Languages,QT Framework
1006,C++ programming step-by-step: From Beginner to Advanced,Shibaji Paul,4.3,"1,057",27.5 total hours,190 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/cplusplus-programming-step-by-step/,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",₹385,"₹8,640",Development,Programming Languages,C++
1007,Lua Scripting: Master complete Lua Programming from scratch,"Gustavo Pezzi, Pikuma .com",4.5,"1,059",14 total hours,109 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-lua-scripting-roblox/,Learn complete Lua scripting from scratch; integrate Lua with C and understand how Lua is used by the Roblox Game Engine,₹385,"₹8,640",Development,Game Development,Lua
1008,Python & Cryptocurrency API: Build 5 Real World Applications,Ian Annase,4.4,"1,055",3 total hours,15 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/coinmarketcap/,Build five projects using live cryptocurrency data from the web. We will use the free CoinMarketCap crypto API.,₹385,"₹8,640",Development,Programming Languages,Python
1009,Python for Data Science and Machine Learning beginners,Jay Bhatt,4.8,"1,055",7.5 total hours,64 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,"A Complete Machine learning Bootcamp learn Numpy, Pandas, Matplotlib, Stats, Plotly , EDA , Scikit-learn and more!",₹396,"₹1,280",Development,Data Science,Python
1010,Introduction to Web Development,"Framework Tech Media, Mark Lassoff",4.4,"1,054",2 total hours,15 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/introduction-to-web-development/,Are you Interested in Learning Web Development? Enroll in this Free course for a Dynamic Introduction to the Profession!,₹385,"₹1,280",Development,Web Development,Null
1011,SQL Server Essentials in an hour: The SELECT statement,Phillip Burton,4.6,"1,054",1 total hour,14 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/sql-server-essentials-in-an-hour-the-select-statement/,"Learn how to use SELECT, FROM, WHERE, GROUP BY, HAVING and ORDER in SQL Server. Create views+procedures. Export in Excel",₹385,"₹2,560",Development,Database Design & Development,SQL Server
1012,Learn CSS - For Beginners,YouAccel Training,4.2,"1,049",2 total hours,31 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-css-for-beginners/,Learn to Work with Cascading Style Sheets,₹385,"₹6,400",Development,Web Development,CSS
1013,Python & Introduction to Data Science,AI 4 MY,4.2,"1,049",9 total hours,68 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-introduction-to-data-science/,Learn the basics of Python and the most important Data Science libraries with this step by step guide!,₹385,"₹6,080",Development,Data Science,Python
1014,TCP/IP Socket Programming in C# .Net For Coders & Students,Naeem Akram,4.5,"1,048",4.5 total hours,73 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/tcpip-socket-programming-for-coders-using-csharp-net/,"Learn socket programming in C# .Net , use async/await to create distributed applications, build a TCP/IP class library",₹385,"₹1,600",Development,Software Engineering,Socket Programming
1015,Machine Learning Practical Workout | 8 Real-World Projects,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Ligency Team",4.6,"1,046",14 total hours,90 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/deep-learning-machine-learning-practical/,"Build 8 Practical Projects and Go from Zero to Hero in Deep/Machine Learning, Artificial Neural Networks",₹385,"₹8,640",Development,Data Science,Artificial Intelligence
1016,Apache NiFi - A Complete Guide | Big DataFlow | HDF & CDF,Manoj G T,4.4,"1,046",3 total hours,44 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/apache-nifi-the-beginner-guide/,"Apache NiFi is a robust Data Ingestion, Distribution framework & ETL Option. NiFi the core of the Big DataFlow (HDF/CDF)",₹385,"₹6,400",Development,Software Development Tools,Apache Nifi
1017,SVG & CSS Animation - Using HTML & CSS,Code Collective,4.5,"1,045",1.5 total hours,24 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/svg-animation/,Learn the fundamentals of creating SVG animations in the browser using HTML & CSS.,₹385,"₹4,160",Development,Web Development,CSS
1018,The complete React Fullstack course ( 2021 edition ),Coding Revolution,4.5,"1,044",77 total hours,460 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-react-fullstack-course/,"Take you coding to the next level with React, Node js, Express, MongoDB and ES6",₹385,"₹1,280",Development,Web Development,React
1019,"Coding for Entrepreneurs: Learn Python, Django, and More.",Justin Mitchel,4.3,"1,038",45 total hours,251 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/coding-for-entrepreneurs/,"A Programming Class for Non-Technical Founder(s). Learn Django- the #1 Python Frameworks, APIs, HTML, CSS,  + Payments.",₹385,"₹8,640",Development,Web Development,Null
1020,Unity Multiplayer: Intermediate C# Coding & Networking,"GameDev.tv Team, Rick Davidson, Nathan Farrer (aka Dapper Dino)",4.5,"1,038",11 total hours,51 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unity-multiplayer/,"Create online multiplayer games in Unity using Mirror. Tutorials cover client-server model, LAN, using Steam, and more.",₹385,"₹8,640",Development,Game Development,Unity
1021,Assembly Language Adventures: Complete Course,xor pd,4.9,"1,037",29 total hours,120 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/x86-asm-foundations/,Learn the language of your computer,"₹2,880","₹8,640",Development,Programming Languages,Assembly Language
1022,"Docker, From Zero To Hero: Become a DevOps Docker Master",Ricardo Andre Gonzalez Gomez,4.6,"1,037",10 total hours,98 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/docker-from-zero-to-hero/,Become a Docker DevOps Master by learning from scratch the technology that is changing the world with containers!,₹385,"₹7,680",Development,Programming Languages,Docker
1023,JavaScript from Beginner to Expert,Arkadiusz Włodarczyk,4.3,"1,037",12.5 total hours,92 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-from-beginner-to-expert-bring-life-to-your-site/,"Become a JavaScript expert in 30 days, even if you are a JS beginner. Become a front-end developer of websites in JS",₹385,"₹8,640",Development,Web Development,JavaScript
1024,The Complete C Programming Course for Beginners,Md. A. Barik,4.1,"1,034",6.5 total hours,96 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-c-programming-course-for-beginners/,C Programming: The Fundementals of C Programming Language from Ground UP with Illustrated + Hands on Coding Expalanation,₹385,"₹8,320",Development,Programming Languages,C (programming language)
1025,JavaScript Game Development: Create Your Own Breakout Game,Komar Academy,4.2,"1,031",2 total hours,26 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-game-development-create-your-own-breakout-game/,Take your JavaScript learning experience to the next level and start building interactive games.,₹385,"₹1,280",Development,Web Development,Game Development Fundamentals
1026,Unity Networking From Scratch for (Unity 5 to Unity 2020),"Penny de Byl, Penny @Holistic3D.com",3.9,"1,031",6.5 total hours,44 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unet_intro/,An Introduction to Unity's UNET API,₹385,"₹1,280",Development,Game Development,Null
1027,"Build Realtime Apps | React Js, Golang & RethinkDB",James Moore,4.6,"1,031",3 total hours,48 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/realtime-apps-with-reactjs-golang-rethinkdb/,"A practical guide that teaches you ReactJs, Golang & RethinkDB. Optimally paced, no-nonsense. You'll learn quickly!",₹385,"₹6,400",Development,Web Development,React
1028,Learn To Create WordPress Themes By Building 10 Projects,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",4.7,"1,029",14.5 total hours,84 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-to-create-wordpress-themes-by-building-10-projects/,Master the craft of WordPress theme development by creating project based themes,₹385,"₹3,840",Development,Web Development,WordPress
